log_id,station_id,user_id,start_time,end_time,energy_kwh,fee,payment_method
L005156,ST013,U02199,2026-06-25 19:14:00,2026-06-25 19:36:00,42.46,13587,CARD
L007676,ST037,U01998,2026-02-06 04:27:00,2026-02-06 05:25:00,89.14,30932,MEMBERSHIP
L009063,ST002,U02405,2026-05-12 07:42:00,2026-05-12 11:17:00,31.9,9315,MEMBERSHIP
L000635,ST036,U00475,2026-05-30 15:28:00,2026-05-30 23:26:00,59.93,17500,CARD
L010893,ST005,U02639,2026-07-13 03:44:00,2026-07-13 04:10:00,68.67,21974,MEMBERSHIP
L000935,ST005,U01454,2026-03-14 02:42:00,2026-03-14 03:12:00,74.75,23920,APP
L002214,ST023,U02257,2026-06-19 18:56:00,2026-06-19 19:24:00,14.73,4714,APP
L005957,ST005,U00283,2026/04/07 19:57:00,2026-04-07 20:42:00,86.32,27622,CARD
L010237,ST032,U00264,2026/01/23 07:26:00,2026-01-23 08:23:00,80.77,,MEMBERSHIP
L005994,ST033,U01702,20260621092100,2026-06-21 09:44:00,4067.0,13014,APP
L003165,ST007,U02501,2026-06-06 20:46:00,2026-06-06 21:26:00,87.67,28054,CARD
L007985,ST032,U01388,2026-02-07 13:54:00,2026-02-07 14:37:00,63.72,24214,CARD
L010765,ST013,U02332,2026/07/06 11:51:00,2026-07-06 12:34:00,118.89,38045,APP
L008526,ST020,U01804,2026-06-17 21:20:00,2026-06-17 22:08:00,31.46,10067,APP
L007036,ST002,U01052,2026-04-26 16:05:00,2026-04-26 18:37:00,20.95,6117,APP
L006495,ST034,U00087,2026-01-09 10:13:00,2026-01-09 10:45:00,91.58,34800,MEMBERSHIP
L002643,ST006,U00525,2026-06-11 06:56:00,2026-06-11 09:03:00,10.4,3037,APP
L001427,ST030,U01175,2026-02-04 07:52:00,2026-02-04 08:21:00,81.67,26134,APP
L002693,ST015,U00171,2026-02-04 02:43:00,2026-02-04 03:41:00,9041.0,,APP
L010537,ST035,U02975,2026-04-04 13:45:00,2026-04-04 17:49:00,33.0,8415,MEMBERSHIP
L011204,ST013,U02028,20260418234500,2026-04-19 00:44:00,136.07,43542,MEMBERSHIP
L004038,ST036,U00774,2026-04-03 10:55:00,2026-04-03 13:27:00,18.73,5469,MEMBERSHIP
L010671,ST027,U02316,2026-05-22 06:47:00,2026-05-22 11:50:00,28.08,8199,MEMBERSHIP
L000282,ST040,U02887,2026/04/09 13:11:00,2026-04-09 19:08:00,38.73,11309,CARD
L008402,ST017,U01995,2026-03-27 07:28:00,2026-03-27 13:43:00,31.28,9134,APP
L003199,ST035,U02946,2026-03-02 03:17:00,2026-03-02 06:17:00,22.43,5720,MEMBERSHIP
L000008,ST032,U00718,20260525232800,2026-05-26 00:08:00,51.42,,MEMBERSHIP
L008301,ST005,U00632,2026-05-01 07:16:00,2026-05-01 08:03:00,96.89,31005,MEMBERSHIP
L011179,ST014,U00992,2026-04-04 05:17:00,2026-04-04 05:45:00,19.24,7311,CARD
L005041,ST016,U00548,2026-01-22 10:18:00,2026-01-22 13:35:00,19.81,5052,CARD
L000851,ST017,U02456,2026-01-15 14:17:00,2026-01-15 17:33:00,13.33,3892,CARD
L005800,ST040,U01966,2026-05-07 23:30:00,2026-05-08 03:14:00,27.33,7980,MEMBERSHIP
L004416,ST004,U02997,2026-01-20 08:42:00,2026-01-20 09:20:00,79.14,25325,APP
L008308,ST028,U02103,2026-07-16 18:16:00,2026-07-16 18:42:00,29.09,9309,MEMBERSHIP
L001239,ST015,U02782,2026-02-20 02:01:00,2026-02-20 02:35:00,60.46,19347,app
L002536,ST024,U02051,2026-06-26 15:37:00,2026-06-26 16:36:00,174.54,60565,CARD
L007147,ST007,U02024,2026-05-17 10:53:00,2026-05-17 11:42:00,94.6,30272,MEMBERSHIP
L008939,ST025,U02537,2026-07-23 11:37:00,2026-07-23 18:50:00,37.06,10822,MEMBERSHIP
L011814,ST039,U01009,2026-07-14 07:27:00,2026-07-14 08:09:00,20.63,7159,MEMBERSHIP
L001887,ST039,U02049,2026-02-05 20:20:00,2026-02-05 20:47:00,N/A,4844,CARD
L011906,ST023,U02579,2026/04/27 23:35:00,2026-04-28 00:03:00,13.44,4301,CARD
L002330,ST037,U00034,2026-03-16 18:55:00,2026-03-16 19:51:00,94.15,32670,MEMBERSHIP
L008525,ST038,U00558,2026-01-10 12:30:00,2026-01-10 13:22:00,119.19,38141,APP
L006964,ST028,U02888,2026-07-13 09:01:00,2026-07-13 09:33:00,34.3,,APP
L006640,ST011,U00707,2026/01/09 14:27:00,2026-01-09 15:14:00,77.97,24950,MEMBERSHIP
L010261,ST020,U02474,2026-02-13 07:42:00,2026-02-13 08:13:00,14.66,4691,CARD
L007707,ST016,U02511,20260217133000,2026-02-17 16:16:00,12.21,,CARD
L010053,ST022,U00878,2026/05/17 16:19:00,2026-05-17 17:03:00,85.99,29839,app
L000487,ST028,U01392,20260203191600,2026-02-03 19:46:00,36.56,11699,CARD
L003568,ST019,U01300,2026-02-16 18:39:00,2026-02-16 19:21:00,113.74,39468,APP
L006117,ST015,U00507,2026-03-06 04:04:00,2026-03-06 04:58:00,110.75,35440,APP
L010067,ST035,U00574,2026/03/17 01:40:00,2026-03-17 07:54:00,44.13,11253,MEMBERSHIP
L004099,ST034,U00081,2026/01/29 12:59:00,2026-01-29 13:47:00,127.21,48340,Card
L009671,ST008,U01472,2026-06-19 02:46:00,2026-06-19 07:37:00,25.46,6492,CARD
L011508,ST005,U00088,2026-05-14 01:49:00,2026-05-14 02:11:00,56.12,17958,CARD
L000382,ST003,U00156,20260520232400,2026-05-21 00:13:00,107.91,,APP
L000332,ST040,U01752,2026-06-11 10:45:00,2026-06-11 12:57:00,21.35,6234,CARD
L011218,ST005,U02207,2026-07-28 06:52:00,2026-07-28 07:35:00,101.67,32534,APP
L006301,ST028,U02995,2026/06/11 19:57:00,2026-06-11 20:43:00,62.81,20099,MEMBERSHIP
L005754,ST026,U00544,2026-02-10 23:33:00,2026-02-11 00:06:00,78.02,29648,APP
L010634,ST028,U00828,2026-01-07 06:05:00,2026-01-07 06:32:00,27.79,8893,APP
L005141,ST018,U02576,2026-07-08 11:46:00,2026-07-08 15:51:00,22.06,6442,APP
L000120,ST040,U01562,2026-01-18 04:54:00,2026-01-18 09:37:00,42.29,12349,APP
L004256,ST040,U00824,2026-06-10 18:03:00,2026-06-10 21:26:00,23.14,6757,APP
L006931,ST026,U00581,2026-02-07 06:17:00,2026-02-07 06:52:00,81.79,31080,app
L002895,ST003,U01959,2026-02-21 01:18:00,2026-02-21 01:41:00,45.01,14403,APP
L001464,ST011,U01832,2026-05-14 01:46:00,2026-05-14 02:14:00,55.54,17773,APP
L001033,ST013,U02996,2026-05-19 14:36:00,2026-05-19 14:59:00,45.31,14499,APP
L003142,ST037,U02954,2026-04-11 10:44:00,2026-04-11 11:16:00,69.09,,CARD
L011174,ST021,U01448,2026-07-12 05:15:00,2026-07-12 08:10:00,18.14,5297, APP 
L008429,ST002,U01299,2026/07/28 10:04:00,2026-07-28 16:38:00,55.03,,MEMBERSHIP
L006192,ST034,U02154,2026-01-10 19:29:00,2026-01-10 20:19:00,N/A,43955,MEMBERSHIP
L010187,ST021,U01445,2026/02/25 03:29:00,2026-02-25 09:55:00,30.52,8912,APP
L001042,ST025,U01433,20260315144900,2026-03-15 19:27:00,20.51,5989,MEMBERSHIP
L005297,ST005,U01051,2026/02/25 17:05:00,2026-02-25 17:46:00,109.84,35149,MEMBERSHIP
L006592,ST022,U02693,20260718160300,2026-07-18 16:58:00,119.9,41605,CARD
L000720,ST039,U02929,2026-07-21 15:40:00,2026-07-21 16:19:00,23.48,8148,MEMBERSHIP
L009507,ST027,U02410,2026-04-12 16:35:00,2026-04-12 19:58:00,18.66,5449,MEMBERSHIP
L011114,ST019,U00945,2026-06-06 22:50:00,2026-06-06 23:36:00,111.92,38836,CARD
L001710,ST004,U00120,2026/01/18 07:58:00,2026-01-18 08:39:00,74.97,23990,CARD
L006265,ST040,U02472,2026-03-30 01:53:00,2026-03-30 08:59:00,67.75,19783,MEMBERSHIP
L006530,ST010,U00288,2026-02-04 12:22:00,2026-02-04 16:26:00,22.11,6456,card
L010790,ST029,U00582,2026-03-23 21:02:00,2026-03-24 04:58:00,66.67,19468,CARD
L007592,ST008,U02079,2026-05-06 21:39:00,2026-05-06 23:55:00,11.52,2938,app
L006405,ST009,U01989,2026-06-02 02:45:00,2026-06-02 03:09:00,16.91,5868,CARD
L000147,ST037,U01478,2026/07/21 15:58:00,2026-07-21 16:41:00,80.23,27840,MEMBERSHIP
L001989,ST023,U00404,2026-07-26 17:23:00,2026-07-26 17:57:00,22.87,7318,MEMBERSHIP
L010509,ST018,U02065,2026-03-25 07:38:00,2026-03-25 14:55:00,43.18,12609,MEMBERSHIP
L010439,ST022,U00635,2026-04-23 18:22:00,2026-04-23 19:11:00,92.45,32080,CARD
L011574,ST011,U02928,2026-03-19 20:35:00,2026-03-19 21:02:00,40.76,13043,MEMBERSHIP
L008737,ST031,U00956,2026-03-14 07:34:00,2026-03-14 08:08:00,56.31,21398,CARD
L003787,ST022,U01515,2026-01-15 06:13:00,2026-01-15 06:34:00,39.41,13675,CARD
L001085,ST017,U01556,2026-04-28 14:51:00,2026-04-28 14:39:00,24.94,7282,CARD
L005322,ST004,U01989,20260206003100,2026-02-06 01:11:00,67.52,21606,MEMBERSHIP
L006758,ST037,U02327,2026-06-19 03:22:00,2026-06-19 04:13:00,107.8,37407,MEMBERSHIP
L010713,ST033,U00133,2026-02-14 03:42:00,2026-02-14 04:22:00,57.62,18438,CARD
L001968,ST038,U01368,2026-06-21 10:39:00,2026-06-21 11:10:00,70.32,22502,APP
L006478,ST023,U02015,20260215011600,2026-02-15 01:47:00,14.38,4602,APP
L005469,ST029,U02740,2026-05-24 06:13:00,2026-05-24 10:10:00,29.81,8705,CARD
L003305,ST023,U01863,2026-03-28 14:07:00,2026-03-28 14:58:00,32.17,10294,MEMBERSHIP
L011241,ST033,U02983,2026-06-27 23:13:00,2026-06-28 00:09:00,79.17,25334,CARD
L001845,ST034,U02622,20260512233200,2026-05-13 00:21:00,107.22,40744,APP
L008158,ST011,U02058,2026/07/14 11:56:00,2026-07-14 12:26:00,42.95,13744,MEMBERSHIP
L002794,ST036,U00405,2026-05-14 16:09:00,2026-05-14 20:42:00,28.82,8415,APP
L001763,ST023,U01397,2026-02-17 19:03:00,2026-02-17 19:23:00,14.87,4758,CARD
L007870,ST040,U00012,2026-07-26 00:17:00,2026-07-26 05:50:00,47.07,13744,CARD
L000816,ST028,U00627,2026-06-12 23:59:00,2026-06-13 00:26:00,35.51,11363,APP
L003124,ST037,U02098,2026-05-09 09:06:00,2026-05-09 09:31:00,35.52,12325,MEMBERSHIP
L005048,ST038,U01884,2026-05-14 11:43:00,2026-05-14 12:22:00,81.33,26026,APP
L010661,ST021,U02521,2026-02-17 16:37:00,2026-02-17 21:43:00,29.65,8658,CARD
L008678,ST010,U00450,2026-06-27 00:16:00,2026-06-27 03:08:00,12.73,3717,APP
L003550,ST028,U01860,2026-05-09 04:13:00,2026-05-09 05:05:00,77.35,24752,CARD
L005643,ST023,U00878,2026-05-05 11:17:00,2026-05-05 11:52:00,26.2,8384,APP
L011722,ST012,U01253,2026-01-13 04:34:00,2026-01-13 05:27:00,38.94,12461,CARD
L003088,ST020,U01777,2026-04-04 06:25:00,2026-04-04 07:20:00,38.95,12464,CARD
L004615,ST025,U00138,2026-02-17 20:56:00,2026-02-18 01:46:00,22.82,6663,MEMBERSHIP
L011220,ST026,U00962,2026-05-12 05:46:00,2026-05-12 06:19:00,-,37092,card
L000183,ST040,U01771,2026-07-12 08:32:00,2026-07-12 12:06:00,30.22,8824,MEMBERSHIP
L008291,ST027,U02107,20260608055100,2026-06-08 13:31:00,38.99,-11385,CARD
L003048,ST027,U02329,2026-06-13 04:45:00,2026-06-13 08:48:00,21.56,6296,CARD
L007810,ST007,U00779,2026/01/11 08:55:00,2026-01-11 09:39:00,87.17,27894,MEMBERSHIP
L006981,ST026,U02705,2026/04/19 19:05:00,2026-04-19 19:46:00,85.37,32441,MEMBERSHIP
L005144,ST036,U00952,2026/05/10 09:08:00,2026-05-10 15:33:00,58.4,17053,MEMBERSHIP
L010222,ST030,U02902,2026-06-15 12:43:00,2026-06-15 13:08:00,54.1,17312,APP
L008348,ST029,U02646,2026-01-21 15:56:00,2026-01-21 19:33:00,35.28,10302,MEMBERSHIP
L004665,ST021,U00759,2026-03-22 02:36:00,2026-03-22 04:43:00,12.84,3749,CARD
L010431,ST003,U01371,2026-05-22 20:18:00,2026-05-22 20:39:00,34.97,11190,Card
L004253,ST032,U00282,2026-06-15 09:24:00,2026-06-15 10:00:00,36.35,13813,MEMBERSHIP
L009458,ST004,U02397,2026-07-13 05:35:00,2026-07-13 06:08:00,73.02,23366,CARD
L007850,ST040,U01503,2026-05-02 09:22:00,2026-05-02 15:14:00,57.33,16740,CARD
L006608,ST020,U02213,2026-05-24 12:53:00,2026-05-24 13:47:00,39.52,12646,CARD
L011700,ST022,U01486,2026-05-03 22:06:00,2026-05-03 23:06:00,86.79,30116,MEMBERSHIP
L001075,ST014,U00603,2026-04-15 18:52:00,2026-04-15 19:46:00,32.5,12350,CARD
L003961,ST029,U02398,20260521182700,2026-05-22 01:21:00,53.68,15675,APP
L003782,ST040,U01193,2026-05-07 21:21:00,2026-05-08 02:43:00,33.84,,APP
L004961,ST023,U00454,2026-03-07 19:53:00,2026-03-07 20:30:00,20.92,6694,APP
L006459,ST002,U02491,2026/04/15 02:52:00,2026-04-15 05:18:00,16.26,4748,CARD
L007245,ST018,U01213,2026-02-28 13:55:00,2026-02-28 16:32:00,14.67,,CARD
L001874,ST040,U00605,2026-06-05 20:44:00,2026-06-05 23:12:00,16.18,4725,APP
L006329,ST014,U01903,2026-04-04 12:06:00,2026-04-04 12:54:00,23.97,9109,MEMBERSHIP
L004549,ST017,U00079,2026-07-16 21:29:00,2026-07-17 04:27:00,32.87,9598,MEMBERSHIP
L007283,ST037,U01662,2026-06-09 19:58:00,2026-06-09 20:57:00,85.26,29585,Card
L000273,ST002,U02949,2026/06/29 03:23:00,2026-06-29 08:28:00,48.01,,MEMBERSHIP
L011049,ST001,U00579,2026/07/23 17:59:00,2026-07-23 18:48:00,93.93,35693,APP
L002624,ST012,U00117,2026/02/05 19:53:00,2026-02-05 20:31:00,27.09,8669,APP
L004624,ST024,U00337,2026-06-08 21:13:00,2026-06-08 22:09:00,118.24,41029,CARD
L009663,ST023,U02802,2026-03-30 21:18:00,2026-03-30 22:08:00,34.86,11155,MEMBERSHIP
L007924,ST040,U02070,20260215024600,2026-02-15 08:48:00,48.7,14220,CARD
L010737,ST001,U00388,2026-04-02 03:13:00,2026-04-02 03:45:00,46.0,17480,APP
L005490,ST034,U01652,2026-03-23 00:32:00,2026-03-23 01:03:00,75.65,28747,CARD
L001442,ST032,U01359,2026-07-24 14:53:00,2026-07-24 15:32:00,52.28,19866,CARD
L007786,ST038,U02025,2026/05/31 00:33:00,2026-05-31 01:30:00,134.21,42947,APP
L001412,ST006,U01238,2026-05-01 07:05:00,2026-05-01 12:51:00,34.03,9937,APP
L004981,ST010,U00789,2026-06-23 17:39:00,2026-06-24 01:04:00,29.12,8503,APP
L008551,ST021,U00849,2026-07-24 04:17:00,2026-07-24 06:29:00,13.57,3962,APP
L009461,ST029,U02085,2026-02-23 10:23:00,2026-02-23 14:12:00,26.66,7785,APP
L006436,ST025,U02003,20260502170900,2026-05-02 19:19:00,11.87,3466,APP
L002077,ST035,U00367,2026-04-27 11:40:00,2026-04-27 19:21:00,72.19,18408,MEMBERSHIP
L009820,ST015,U01868,2026-03-30 13:55:00,2026-03-30 14:28:00,67.76,21683,APP
L000087,ST013,U00920,2026-02-10 08:10:00,2026-02-10 08:35:00,65.53,20970,CARD
L003160,ST015,U01322,2026-01-10 16:25:00,2026-01-10 17:24:00,128.13,41002,APP
L003338,ST018,U00136,2026-03-25 01:40:00,2026-03-25 06:46:00,24.78,7236,MEMBERSHIP
L000273,ST002,U02949,2026-06-29 03:23:00,2026-06-29 08:28:00,48.01,,MEMBERSHIP
L003701,ST015,U00870,20260109205700,2026-01-09 21:27:00,63.8,,APP
L007721,ST009,U00973,2026-02-24 10:13:00,2026-02-24 11:11:00,29.17,10122,CARD
L010239,ST017,U02727,2026-06-07 22:50:00,2026-06-08 03:27:00,19.23,5615,APP
L003853,ST017,U02812,2026-04-11 20:05:00,2026-04-12 03:04:00,30.03,8769,MEMBERSHIP
L009853,ST014,U00849,2026-01-17 10:49:00,2026-01-17 11:41:00,23.93,-9093,APP
L006997,ST040,U02000,2026/05/19 16:04:00,2026-05-19 22:41:00,48.95,14293,APP
L010150,ST034,U01176,2026-03-26 05:36:00,2026-03-26 06:00:00,65.02,24708,MEMBERSHIP
L001115,ST034,U00429,2026-07-13 08:21:00,2026-07-13 08:49:00,N/A,28565,APP
L007214,ST032,U02206,2026-01-23 15:15:00,2026-01-23 15:41:00,29.27,11123,CARD
L004735,ST014,U00776,2026-04-17 19:07:00,2026-04-17 19:54:00,23.85,9063,APP
L004763,ST035,U02358,2026-04-08 00:17:00,2026-04-08 05:59:00,41.8,10659,APP
L009144,ST012,U00486,2026-05-09 12:16:00,2026-05-09 12:39:00,11.79,3773,CARD
L000163,ST033,U02833,2026/01/25 20:24:00,2026-01-25 20:45:00,35.6,11392,MEMBERSHIP
L000914,ST019,U01859,2026-04-11 07:21:00,2026-04-11 08:19:00,N/A,53962,MEMBERSHIP
L003137,ST014,U00095,2026-03-06 15:54:00,2026-03-06 16:51:00,27.9,10602,APP
L002076,ST013,U02517,2026-03-19 23:00:00,2026-03-19 23:28:00,65.6,20992,CARD
L003978,ST008,U01249,2026-04-29 22:33:00,2026-04-30 04:03:00,32.57,8305, APP 
L004215,ST038,U01492,2026-03-24 09:10:00,2026-03-24 09:51:00,79.69,25501,CARD
L003582,ST013,U02546,2026-02-22 03:57:00,2026-02-22 04:38:00,112.53,36010,CARD
L005140,ST032,U01427,2026-03-20 10:07:00,2026-03-20 10:42:00,44.41,16876,CARD
L009661,ST024,U02363,2026-06-08 19:32:00,2026-06-08 20:28:00,145.84,50606,MEMBERSHIP
L000168,ST035,U00426,2026-01-07 15:05:00,2026-01-07 20:22:00,42.13,10743,MEMBERSHIP
L009177,ST016,U00828,2026-01-21 06:46:00,2026-01-21 09:31:00,16.39,4179,MEMBERSHIP
L002738,ST001,U01490,2026-02-10 05:40:00,2026-02-10 06:23:00,93.31,35458,MEMBERSHIP
L009179,ST016,U01365,2026-03-09 06:24:00,2026-03-09 12:51:00,40.51,10330,APP
L000538,ST036,U00259,2026/07/27 20:26:00,2026-07-28 01:20:00,40.44,11808,APP
L004237,ST039,U01266,20260529182000,2026-05-29 18:40:00,13.12,4553,CARD
L007508,ST006,U01296,2026-01-01 09:27:00,2026-01-01 16:53:00,39.81,11625,CARD
L003497,ST031,U00305,2026-01-17 18:52:00,2026-01-17 19:51:00,110.13,41849,MEMBERSHIP
L009453,ST011,U02187,2026-04-13 12:04:00,2026-04-13 12:52:00,69.62,22278,APP
L005872,ST008,U01458,20260416091000,2026-04-16 11:43:00,13.39,3414,CARD
L000054,ST035,U02338,20260320125300,2026-03-20 17:22:00,34.21,8724,CARD
L005835,ST023,U02681,2026-05-28 14:03:00,2026-05-28 14:56:00,36.92,11814,CARD
L000330,ST037,U01575,2026-07-27 15:10:00,2026-07-27 15:50:00,79.87,27715,MEMBERSHIP
L008770,ST039,U01810,2026/03/17 15:23:00,2026-03-17 15:51:00,20.77,7207,MEMBERSHIP
L005113,ST001,U00631,2026-02-20 11:05:00,2026-02-20 11:30:00,51.7,19646,APP
L008572,ST002,U00120,2026-04-28 15:35:00,2026-04-28 23:27:00,55.47,16197,APP
L008705,ST030,U01513,20260502221000,2026-05-02 22:41:00,61.04,19533,MEMBERSHIP
L006078,ST038,U00541,20260509155300,2026-05-09 16:52:00,124.62,39878,APP
L000828,ST018,U00220,2026-01-04 02:37:00,2026-01-04 08:19:00,23.27,6795,MEMBERSHIP
L006814,ST005,U00614,2026-05-11 20:03:00,2026-05-11 20:42:00,99.48,31834,MEMBERSHIP
L006556,ST026,U00022,2026-07-18 12:42:00,2026-07-18 13:19:00,,26691,MEMBERSHIP
L008611,ST037,U00192,2026-05-20 07:42:00,2026-05-20 08:20:00,66.54,23089,APP
L002436,ST017,U00379,2026-03-09 02:19:00,2026-03-09 05:18:00,15.43,,APP
L003205,ST036,U01117,2026-07-13 02:48:00,2026-07-13 06:42:00,29.69,8669,APP
L008912,ST028,U01384,2026-06-28 17:52:00,2026-06-28 18:26:00,33.74,10797,APP
L007731,ST028,U00759,2026-04-11 09:07:00,2026-04-11 09:28:00,25.55,8176,APP
L004129,ST035,U01081,2026-04-23 22:56:00,2026-04-24 02:36:00,32.85,8377,MEMBERSHIP
L011647,ST035,U00025,2026-03-12 01:56:00,2026-03-12 06:13:00,31.32,7987,CARD
L010383,ST027,U00442,2026-03-21 02:18:00,2026-03-21 05:53:00,13.88,4053,APP
L004125,ST011,U00418,2026-06-30 21:51:00,2026-06-30 22:18:00,49.4,15808,MEMBERSHIP
L009584,ST015,U02967,2026-03-29 22:10:00,2026-03-29 23:07:00,114.69,,MEMBERSHIP
L000223,ST020,U01682,2026-05-04 18:58:00,2026-05-04 19:36:00,19.83,6346,CARD
L008078,ST003,U02767,2026-06-10 07:34:00,2026-06-10 07:56:00,35.4,11328,APP
L000683,ST039,U00910,2026-01-28 11:18:00,2026-01-28 11:45:00,13.82,4796,APP
L006966,ST004,U02114,2026-06-02 05:44:00,2026-06-02 06:23:00,55.15,17648,APP
L010185,ST005,U01206,20260509201000,2026-05-09 20:31:00,59.98,19194,MEMBERSHIP
L008972,ST024,U01185,2026-07-12 01:59:00,2026-07-12 02:27:00,69.16,23999,APP
L009213,ST007,U00878,2026-07-02 22:59:00,2026-07-02 23:33:00,49.92,15974,APP
L006702,ST033,U02451,20260709151100,2026-07-09 15:49:00,74.06,23699,APP
L011234,ST027,U02818,2026-07-24 22:10:00,2026-07-25 00:18:00,10.5,3066,CARD
L003696,ST004,U01178,2026-04-28 11:15:00,2026-04-28 11:50:00,51.14,16365,APP
L005904,ST013,U01808,2026/05/26 22:54:00,2026-05-26 23:39:00,133.48,42714,CARD
L001615,ST004,U00033,2026-02-05 11:05:00,2026-02-05 11:49:00,85.74,27437,APP
L011018,ST039,U01700,20260211002400,2026-02-11 01:14:00,34.56,11992,CARD
L009909,ST005,U02376,2026-07-25 19:47:00,2026-07-25 20:18:00,59.11,18915,APP
L009698,ST005,U02470,2026/07/13 02:11:00,2026-07-13 02:58:00,130.05,41616,CARD
L007155,ST003,U02099,2026-03-21 06:54:00,2026-03-21 07:53:00,81.74,26157,CARD
L007923,ST026,U02041,2026-02-09 20:41:00,2026-02-09 21:23:00,109.64,41663,MEMBERSHIP
L008161,ST016,U01202,2026-02-27 03:42:00,2026-02-27 10:41:00,37.85,9652,APP
L007928,ST008,U00767,2026-03-22 07:55:00,2026-03-22 13:37:00,34.27,8739,MEMBERSHIP
L005432,ST029,U01570,2026-02-25 13:15:00,2026-02-25 17:38:00,30.78,8988,CARD
L011563,ST038,U01590,2026-01-04 03:12:00,2026-01-04 03:34:00,48.66,15571,CARD
L011835,ST036,U00068,2026-06-03 17:22:00,2026-06-04 00:08:00,47.91,13990,membership
L007435,ST029,U01341,2026-06-18 07:55:00,2026-06-18 10:34:00,25.01,7303,MEMBERSHIP
L004868,ST029,U00130,2026-01-20 03:20:00,2026-01-20 10:41:00,64.05,18703,CARD
L002626,ST018,U02644,2026/07/18 09:24:00,2026-07-18 11:48:00,12.03,3513,MEMBERSHIP
L010282,ST014,U02024,2026/06/14 20:34:00,2026-06-14 21:33:00,40.13,15249,APP
L003638,ST012,U01582,2026-01-23 03:04:00,2026-01-23 03:25:00,14.44,4621,MEMBERSHIP
L009194,ST040,U02304,2026-01-27 18:53:00,2026-01-27 22:58:00,25.63,7484,MEMBERSHIP
L003329,ST018,U01637,2026-03-18 10:01:00,2026-03-18 13:47:00,19.22,5612,membership
L001696,ST039,U02397,2026-07-21 00:56:00,2026-07-21 01:30:00,24.25,8415,CARD
L002230,ST012,U00346,2026-04-16 02:09:00,2026-04-16 02:54:00,25.21,8067,CARD
L008311,ST019,U01746,2026/05/05 08:06:00,2026-05-05 08:31:00,72.95,25314,MEMBERSHIP
L010637,ST004,U01332,2026-02-11 07:44:00,2026-02-11 08:25:00,59.39,19005,MEMBERSHIP
L003306,ST025,U02112,2026/07/07 20:38:00,2026-07-08 01:46:00,21.28,6214,MEMBERSHIP
L010147,ST031,U00175,20260126223400,2026-01-26 23:22:00,102.1,38798,APP
L009380,ST016,U01817,2026-05-28 15:37:00,2026-05-28 23:37:00,46.82,11939,CARD
L005360,ST036,U00532,2026-05-23 20:37:00,2026-05-24 02:44:00,46.59,13604,MEMBERSHIP
L009403,ST006,U00753,2026-05-17 09:42:00,2026-05-17 11:50:00,8.94,2610,APP
L008908,ST037,U01144,2026-04-30 05:36:00,2026-04-30 06:08:00,49.53,17187,CARD
L002162,ST006,U00146,2026-06-20 16:10:00,2026-06-20 19:54:00,17.56,5128,card
L001297,ST001,U02828,2026-01-18 02:55:00,2026-01-18 03:16:00,36.32,13802,membership
L010298,ST006,U01565,20260307160200,2026-03-07 23:50:00,39.37,11496,APP
L006843,ST006,U02541,2026-05-11 09:54:00,2026-05-11 15:25:00,28.53,8331,APP
L006854,ST012,U00329,2026-06-16 05:29:00,2026-06-16 06:13:00,20.38,6522,CARD
L003618,ST030,U00776,2026-01-17 03:15:00,2026-01-17 03:39:00,71.12,22758,CARD
L010754,ST024,U00743,2026-04-18 06:07:00,2026-04-18 06:35:00,61.25,21254,MEMBERSHIP
L011555,ST036,U02445,2026-07-18 15:08:00,2026-07-18 20:38:00,35.73,10433,CARD
L008225,ST006,U01689,2026-04-27 07:41:00,2026-04-27 15:34:00,32.08,9367,MEMBERSHIP
L011525,ST039,U00211,2026-03-21 16:47:00,2026-03-21 17:42:00,37.11,12877,APP
L006664,ST004,U02758,2026-06-05 08:40:00,2026-06-05 09:02:00,38.59,12349,APP
L005276,ST040,U00522,2026-06-18 07:17:00,2026-06-18 11:40:00,31.85,,CARD
L006931,ST026,U00581,2026-02-07 06:17:00,2026-02-07 06:52:00,81.79,31080,app
L011690,ST029,U00746,2026-03-18 08:12:00,2026-03-18 12:53:00,34.27,10007,MEMBERSHIP
L000309,ST032,U02508,2026/06/17 03:31:00,2026-06-17 03:58:00,30.47,11579,MEMBERSHIP
L010331,ST017,U02044,2026-03-25 12:51:00,2026-03-25 20:29:00,43.25,12629,MEMBERSHIP
L000917,ST002,U02819,2026-05-15 10:14:00,2026-05-15 16:02:00,35.18,10273,MEMBERSHIP
L006749,ST002,U02301,2026-05-01 10:46:00,2026-05-01 13:02:00,20.12,5875,MEMBERSHIP
L010161,ST018,U01999,2026/03/07 22:02:00,2026-03-08 01:20:00,16.71,4879,MEMBERSHIP
L008100,ST028,U01697,2026/05/23 07:10:00,2026-05-23 07:51:00,46.87,14998,CARD
L002998,ST017,U01159,2026-02-18 18:21:00,2026-02-18 22:45:00,22.61,6602,MEMBERSHIP
L003004,ST001,U02221,2026-07-25 16:23:00,2026-07-25 16:48:00,45.1,17138,APP
L007469,ST017,U02059,2026/04/12 04:12:00,2026-04-12 09:23:00,31.62,9233,MEMBERSHIP
L002179,ST024,U02042,20260621131500,2026-06-21 13:54:00,90.32,31341,MEMBERSHIP
L011904,ST017,U02444,2026-02-18 12:59:00,2026-02-18 15:35:00,13.12,3831,APP
L002892,ST031,U00595,2026-06-02 03:26:00,2026-06-02 04:09:00,74.21,28200,MEMBERSHIP
