code,fiscalYear,fiscalQuarter,revenue,operatingProfit,netIncome,totalAssets,totalEquity,announceDate
G0057,2023,4,36620381402,2950025764,1571471923,145264363501,85459152518,2024-02-14
G0057,2024,1,34127838751,4048602768,2710255467,144404031755,84953018597,2024-05-14
G0057,2024,2,36154899334,4874040377,3476216773,144686904673,85119432983,2024-08-14
G0057,2024,3,35222542109,4710021003,2963824617,146591426638,86239864926,2024-11-14
G0057,2024,4,37681394691,4904154952,3200005195,142921623125,84080916299,2025-02-14
G0057,2025,1,32895044338,3881134110,2733319086,143990863664,84709951446,2025-05-14
G0057,2025,2,33775529669,2594793280,1719480987,148086670840,87119518402,2025-08-14
G0057,2025,3,32043499510,4103599043,2771325323,144716847722,85137048505,2025-11-14
G0057,2025,4,39503315655,4208016433,2570122826,147308764836,86661875617,2026-02-13
G0057,2026,1,35261810568,4765511705,3705589906,144497699898,85008123648,2026-05-14
G0057,2026,2,33358552810,4154137885,3235891647,144083040047,84764178894,2026-08-14
G0058,2023,3,118643949460,20120985319,13229297574,364032057739,161051131604,2023-11-14
G0058,2023,4,131888097653,19204969580,17668572014,374386374142,165631976445,2024-02-14
G0058,2024,1,114516327932,18303534867,13040153442,366404646271,162100786599,2024-05-14
G0058,2024,2,110072685288,17990660201,15852125920,361097634238,159752915649,2024-08-14
G0058,2024,3,116746000200,13757016770,11713334536,359404875571,159004023641,2024-11-14
G0058,2024,4,126938535686,17069463405,12098697368,362806200934,160508801275,2025-02-14
G0058,2025,1,110734273187,17168062307,15254055276,357261402786,158055731560,2025-05-14
G0058,2025,2,103703802467,22021566769,16381804780,352350499562,155883102791,2025-08-14
G0058,2025,3,104367802661,16687606049,12505759902,349446970241,154598554706,2025-11-14
G0058,2025,4,115618560004,20860455583,18219067084,358255565406,158495558249,2026-02-13
G0058,2026,1,106432613822,17125865947,12883381344,363940138419,161010465651,2026-05-14
G0058,2026,2,114561050990,22666078464,16460163126,374367213782,165623499725,2026-08-14
G0059,2023,3,41636295259,5243073318,3199185760,131764662768,83386891554,2023-11-14
G0059,2023,4,45800482301,4073737559,3110138241,128507523676,81325620357,2024-02-14
G0059,2024,1,38192994072,5086528508,4377625192,130231765348,82416801788,2024-05-14
G0059,2024,2,39487076285,4780949315,3185094320,128409645705,81263678562,2024-08-14
G0059,2024,3,38386685701,4786610154,3922721188,125820672004,79625253929,2024-11-14
G0059,2024,4,48288956738,5271438561,3774066173,127026223910,80388184019,2025-02-14
G0059,2025,1,39057788710,4306347993,3311242194,124079215641,78523178229,2025-05-14
G0059,2025,2,41533579203,3785790266,2865736263,124105010685,78539502549,2025-08-14
G0059,2025,3,40278154926,4999294691,3531989401,124232001783,78619868504,2025-11-14
G0059,2025,4,47159506916,3783841847,2621604800,127894719753,80937809140,2026-02-13
G0059,2026,1,38342961795,3641773436,3188022276,131736226403,83368895682,2026-05-14
G0059,2026,2,42876154900,3272161243,2192771982,132421503740,83802571493,2026-08-14
G0060,2023,3,458352636022,34811240808,32026341544,2220547782884,1248341124698,2023-11-14
G0060,2023,4,504847426758,44796707573,41212970967,2211553170267,1243284559414,2024-02-14
G0060,2024,1,414494178652,35193153583,32377701296,2171885934474,1220984547622,2024-05-14
G0060,2024,2,459141114518,38265303281,35204079019,2234224079555,1256029625572,2024-08-14
G0060,2024,3,487407012853,45215373863,41598143954,2188379439963,1230256818794,2024-11-14
G0060,2024,4,531584572981,39291676197,36148342101,2137451457165,1201626272847,2025-02-14
G0060,2025,1,460055208722,25285842793,19876584969,2206656855458,1240531963328,2025-05-14
G0060,2025,2,486830458993,27170543784,19543829707,2273013988724,1277836424422,2025-08-14
G0060,2025,3,466124275604,28980350753,26661922693,2342442610204,1316867605869,2025-11-14
G0060,2025,4,528035628140,31541979822,29018621436,2363710610731,1328823988840,2026-02-13
G0060,2026,1,483059198957,40823225211,30883215623,2426364544129,1364046595751,2026-05-14
G0060,2026,2,525740948632,31928641817,24885013836,2426397600302,1364065179175,2026-08-14
G0061,2023,3,18938118305,1293855718,949543631,72202161181,40757754081,2023-11-14
G0061,2023,4,23016876309,1403269829,1234516392,74605559668,42114460347,2024-02-14
G0061,2024,1,20577924877,1284880722,1158748489,75354339690,42537142874,2024-05-14
G0061,2024,2,21682711865,1172118139,889129472,75688424673,42725732154,2024-08-14
G0061,2024,3,20695891477,1261857597,1124536063,76733996862,43315952356,2024-11-14
G0061,2024,4,23685367594,2054564921,1890199727,75952491769,42874796691,2025-02-14
G0061,2025,1,19124027049,1004277602,731922818,74500983657,42055427718,2025-05-14
G0061,2025,2,20478069088,1832630351,1485956020,75584135368,42666861370,2025-08-14
G0061,2025,3,19410158939,1093543485,954807015,75524397194,42633139473,2025-11-14
G0061,2025,4,22666027216,1684521223,1224429316,75480957807,42608618160,2026-02-13
G0061,2026,1,19216452608,1708730900,1369615752,74049661555,41800658679,2026-05-14
G0061,2026,2,19703706352,1643266737,1392584028,75747929191,42759322153,2026-08-14
G0062,2023,3,10581802913,1446729334,1330990987,80256938966,30539578889,2023-11-14
G0062,2023,4,11935573304,1786374115,1240427357,79677421258,30319059306,2024-02-14
G0062,2024,1,10264259641,1565976858,1212686085,81344423910,30953391485,2024-05-14
G0062,2024,2,10519626311,1340853282,1233585020,82338422966,31331630588,2024-08-14
G0062,2024,3,11050469966,1754695134,1582193435,85167235868,32408057821,2024-11-14
G0062,2024,4,13213196125,1905197953,1752782117,85226243254,32430511465,2025-02-14
G0062,2025,1,11470392480,1879135398,1311508220,87658174952,33355916432,2025-05-14
G0062,2025,2,11873817472,1700164059,1353140628,86927280838,33077794705,2025-08-14
G0062,2025,3,11399641630,1827412818,1315333746,87995159615,33484146711,2025-11-14
G0062,2025,4,13511638598,1478320185,1247151670,86671431001,32980438061,2026-02-13
G0062,2026,1,11663436334,2169702982,1725455096,88176641360,33553204616,2026-05-14
G0062,2026,2,12550567619,1494163489,1196651355,87399013946,33257299813,2026-08-14
G0063,2023,3,30451206125,2060592212,1645672433,104735390376,47379379855,2023-11-14
G0063,2023,4,34724921753,2233457324,1783966069,107680494745,48711663223,2024-02-14
G0063,2024,1,29063895780,1866240302,1716941078,106184143279,48034755406,2024-05-14
G0063,2024,2,29493938261,1810390575,1197265525,108365996792,49021765298,2024-08-14
G0063,2024,3,27996238151,1448943341,1227790056,107193551735,48491383738,2024-11-14
G0063,2024,4,33966593223,1545233667,1421614974,108181549530,48938326483,2025-02-14
G0063,2025,1,30281981173,2052977591,1623185270,107210769166,48499172426,2025-05-14
G0063,2025,2,32782036731,1913625011,1287053409,109135870329,49370034691,2025-08-14
G0063,2025,3,29090387671,1423693406,987052095,108521932403,49092306235,2025-11-14
G0063,2025,4,35224475966,2061463899,1358386156,110812212906,50128365484,2026-02-13
G0063,2026,1,30271542142,1537057236,1284242136,111738243782,50547276117,2026-05-14
G0063,2026,2,31944700005,1660207901,1265102428,110997727597,50212287175,2026-08-14
G0064,2023,3,50325825428,9600218937,5612316821,465291614744,279186544253,2023-11-14
G0064,2023,4,51786297223,12018005332,6902296088,457254917505,274364325974,2024-02-14
G0064,2024,1,51556819012,11010701294,7704762958,472699193813,283631275977,2024-05-14
G0064,2024,2,49192586589,9862524297,6987188952,488407869387,293056872118,2024-08-14
G0064,2024,3,54386043599,10195493270,8182718231,501562018248,300949688681,2024-11-14
G0064,2024,4,59806706374,12038840391,8925818559,507757472506,304667115365,2025-02-14
G0064,2025,1,53410880779,13545584218,9426042371,516634561240,309993589447,2025-05-14
G0064,2025,2,59343726624,12918927746,9002113741,522838370334,313716029240,2025-08-14
G0064,2025,3,57440817153,9219287978,5598117970,524398948486,314652414955,2025-11-14
G0064,2025,4,64282640660,13205948585,10076463030,522670670791,313615405342,2026-02-13
G0064,2026,1,49871586723,6954635822,4627935513,521556047085,312946603389,2026-05-14
G0064,2026,2,58673233725,10446641368,6331294900,536548935564,321942709466,2026-08-14
G0065,2023,3,31373246211,4639766799,3197548274,111849126799,73170078948,2023-11-14
G0065,2023,4,32835310320,4167961400,2659354201,111082724119,72668709414,2024-02-14
G0065,2024,1,27657655369,3551652898,2373390304,113561337148,74290182162,2024-05-14
G0065,2024,2,29387661985,4462587424,3089588653,114324063512,74789146704,2024-08-14
G0065,2024,3,30665165364,3428391504,2634249687,114928227175,75184381822,2024-11-14
G0065,2024,4,32538528736,4744807718,3222597819,114236323967,74731748764,2025-02-14
G0065,2025,1,27999685146,4389780422,2761778634,112865708992,73835112297,2025-05-14
G0065,2025,2,31696851036,3261118839,2550667830,111494298667,72937955523,2025-08-14
G0065,2025,3,28312289646,4394401481,3683818247,110805776048,72487533997,2025-11-14
G0065,2025,4,35156144190,5975798664,5172283140,113620276042,74328739133,2026-02-13
G0065,2026,1,29302173446,3413840146,2073620625,115863900600,75796485827,2026-05-14
G0065,2026,2,31467470596,5556803172,4408711768,114357365630,74810932467,2026-08-14
G0066,2023,3,70165192410,4223939172,3831404720,205097149730,131437061990,2023-11-14
G0066,2023,4,78462534131,3958955710,2939273571,205006301164,131378841441,2024-02-14
G0066,2024,1,68253182578,4039431564,3563365451,211424676839,135492074817,2024-05-14
G0066,2024,2,72428748818,3940706951,2507735933,215406038643,138043541275,2024-08-14
G0066,2024,3,73445637768,5040555010,3999043239,218491870572,140021104996,2024-11-14
G0066,2024,4,80606594016,4268405432,3112298525,220443467659,141271791257,2025-02-14
G0066,2025,1,79064569447,4875561184,4461732523,225624592430,144592129050,2025-05-14
G0066,2025,2,80740458514,4424417162,4065016185,228212912475,146250860938,2025-08-14
G0066,2025,3,71271248704,5406614831,4002637096,223747856482,143389417753,2025-11-14
G0066,2025,4,88610067054,5974254000,3902995179,224591766660,143930239868,2026-02-13
G0066,2026,1,68264275781,5019294931,3279194005,218968528453,140326572485,2026-05-14
G0066,2026,2,73435659386,5590386436,4747620625,216697597957,138871240548,2026-08-14
G0067,2023,3,1045225922108,93179231677,60978683804,3757513567865,1401600218777,2023-11-14
G0067,2023,4,1160585740998,72579940501,51756788786,3755359820504,1400796843695,2024-02-14
G0067,2024,1,987380084669,92243669578,68164748608,3723675961195,1388978362314,2024-05-14
G0067,2024,2,1172541449307,111419136216,77705785688,3846293133328,1434716122719,2024-08-14
G0067,2024,3,1129528749313,108683309725,67339113094,3807865801782,1420382240665,2024-11-14
G0067,2024,4,1182311606707,103112868305,67502714688,3775871265207,1408447872723,2025-02-14
G0067,2025,1,1014748843231,85726049706,60425259705,3806509176198,1419876202115,2025-05-14
G0067,2025,2,1159058568670,87948861886,58489763399,3928376093811,1465334108069,2025-08-14
G0067,2025,3,1112353064375,97040518156,59671554268,3856974233915,1438700308711,2025-11-14
G0067,2025,4,1262015056951,93861190731,62744279530,3805069604897,1419339223761,2026-02-13
G0067,2026,1,970984308324,90702658443,53852895403,3834285317117,1430237054973,2026-05-14
G0067,2026,2,1018141476627,101601402743,66556420263,3767640899839,1405377842052,2026-08-14
G0068,2023,3,8341511590,748750247,688850228,31818447777,16905679811,2023-11-14
G0068,2023,4,9189997172,770964440,635927268,32541098301,17289636265,2024-02-14
G0068,2024,1,8214822589,605966613,536463846,31940152144,16970343401,2024-05-14
G0068,2024,2,8087227112,750302301,690278117,31839225847,16916719551,2024-08-14
G0068,2024,3,8859049606,630555933,497959844,32255361590,17137819514,2024-11-14
G0068,2024,4,9510364084,1104600964,974188145,33316514793,17701628171,2025-02-14
G0068,2025,1,9128783729,630965901,560250365,34238664549,18191581943,2025-05-14
G0068,2025,2,8942725420,735539303,588236239,35270422418,18739772360,2025-08-14
G0068,2025,3,9077996433,703909446,480994320,36401046013,19340491812,2025-11-14
G0068,2025,4,11067383964,914246115,676549849,37262874294,19798395763,2026-02-13
G0068,2026,1,8985151313,1026979996,944821596,36951736035,19633082740,2026-05-14
G0068,2026,2,9434492007,643680456,480666541,37350061305,19844719698,2026-08-14
G0069,2023,3,680198204954,105146819597,93927295467,6090218223645,2904469793020,2023-11-14
G0069,2023,4,723219764477,133613229813,111490410647,5977048442424,2850498293319,2024-02-14
G0069,2024,1,557374266609,70256798405,53076814992,5839699857105,2784995744391,2024-05-14
G0069,2024,2,665006217707,72597156316,50552793015,5810857027455,2771240387130,2024-08-14
G0069,2024,3,595639375172,104259094230,83184476905,5783985733031,2758425269496,2024-11-14
G0069,2024,4,735205581425,83340271161,76673049468,5985119219480,2854347306163,2025-02-14
G0069,2025,1,583983920245,68817567993,61172994828,5996493074568,2859771581175,2025-05-14
G0069,2025,2,691269072124,108536546880,90151706973,6113061137638,2915363746445,2025-08-14
G0069,2025,3,597570819361,84104446665,70208060353,6006322696237,2864459399931,2025-11-14
G0069,2025,4,711597592395,131399672376,120887698586,6082818233778,2900940683512,2026-02-13
G0069,2026,1,611826853802,83122865503,60634123708,6191463873555,2952754586937,2026-05-14
G0069,2026,2,666733412503,126976283097,100335592793,6225250250199,2968867558061,2026-08-14
G0070,2023,3,273028656977,25873382204,13876583549,933774330347,434659512104,2023-11-14
G0070,2023,4,276281382341,22795031182,8762198281,924244148129,430223339232,2024-02-14
G0070,2024,1,276909470801,26663822481,12122522072,944791958297,439788071150,2024-05-14
G0070,2024,2,269313763273,23690039361,11820035748,921697776080,429038036962,2024-08-14
G0070,2024,3,276735194546,27054009044,11436277604,923897683091,430062064371,2024-11-14
G0070,2024,4,304241179049,25272496927,12512123610,944393691670,439602683341,2025-02-14
G0070,2025,1,258313426742,23427334889,10445356041,933088184030,434340120133,2025-05-14
G0070,2025,2,288866112602,18737114509,8956900151,963340827328,448422322597,2025-08-14
G0070,2025,3,273473937486,17583892383,6605738093,963502974767,448497800070,2025-11-14
G0070,2025,4,327590324201,31586246816,12563440553,990897208104,461249450774,2026-02-13
G0070,2026,1,264758238068,21204615352,9788788637,982306161923,457250433217,2026-05-14
G0070,2026,2,293124358790,20154899361,7510651621,957918598435,445898347276,2026-08-14
G0071,2023,3,10715616197,1344735938,761456752,46303191877,18377932276,2023-11-14
G0071,2023,4,12274211368,1548395024,793881123,46633052262,18508855255,2024-02-14
G0071,2024,1,10716936135,1543821428,1062029737,45924268445,18227535966,2024-05-14
G0071,2024,2,11003746461,1088859362,739693625,45378311307,18010843274,2024-08-14
G0071,2024,3,11228921762,1091946831,591637265,46129889989,18309148025,2024-11-14
G0071,2024,4,12931195264,2061382948,1336788570,46198616797,18336425985,2025-02-14
G0071,2025,1,11611139307,1257785499,828930627,46879055360,18606494922,2025-05-14
G0071,2025,2,11528665563,1105455358,636216469,46050603873,18277679031,2025-08-14
G0071,2025,3,10959540172,1384165026,927636868,46614057843,18501316289,2025-11-14
G0071,2025,4,12176614249,1454934678,866668639,45679880740,18130537454,2026-02-13
G0071,2026,1,11118504348,1608246468,1013352271,45712616604,18143530457,2026-05-14
G0071,2026,2,11311794514,1396699600,689284914,46314694505,18382497717,2026-08-14
G0072,2023,3,7174514762,636231287,585332784,28873527502,17996585309,2023-11-14
G0072,2023,4,8156728255,960260766,814148609,29765459972,18552518033,2024-02-14
G0072,2024,1,7745603854,615678349,529815439,30474839451,18994667276,2024-05-14
G0072,2024,2,7867766309,765594535,525361772,30069906886,18742276796,2024-08-14
G0072,2024,3,8199373079,734229522,653215764,30845414187,19225642858,2024-11-14
G0072,2024,4,8833333297,634662838,478884900,30562922122,19049568337,2025-02-14
G0072,2025,1,7547390239,923716707,638408349,30303149546,18887654649,2025-05-14
G0072,2025,2,7653413969,718448685,660972790,31177529636,19432647147,2025-08-14
G0072,2025,3,8347731185,969218169,838433238,31147661625,19414030710,2025-11-14
G0072,2025,4,9682713361,1234216415,1135479102,32196855721,20067983056,2026-02-13
G0072,2026,1,7558682852,760674844,638208828,31689984056,19752054939,2026-05-14
G0072,2026,2,8293510047,963180953,779926301,31128642314,19402176161,2026-08-14
G0073,2023,3,406534653641,54507544924,45250046943,1401034039984,611343006957,2023-11-14
G0073,2023,4,487847778680,64761295519,59580391877,1438226997385,627572201798,2024-02-14
G0073,2024,1,420148067740,66853852383,50467860673,1480299378194,645930539326,2024-05-14
G0073,2024,2,442501344192,59004322940,46979568462,1453215085567,634112273372,2024-08-14
G0073,2024,3,457017229628,71008267353,65327605965,1491860926018,650975435603,2024-11-14
G0073,2024,4,440711603660,58182883972,37976314813,1455414208724,635071863592,2025-02-14
G0073,2025,1,423404408323,41586624521,29175594014,1419218843483,619277969373,2025-05-14
G0073,2025,2,452278701945,43975121758,38193468079,1444746600637,630417039070,2025-08-14
G0073,2025,3,406732048127,71125510805,50636700877,1425925292434,622204337007,2025-11-14
G0073,2025,4,450194772900,68199041560,53847285267,1473100187161,642789163051,2026-02-13
G0073,2026,1,432138533463,63795172013,54208849148,1496542413448,653018208670,2026-05-14
G0073,2026,2,470675739627,62457220758,55044428954,1526950816275,666286954389,2026-08-14
G0074,2023,3,14792709840,3133356257,2012713040,140414889891,88776657782,2023-11-14
G0074,2023,4,16460871149,3103846585,2146363537,138773927392,87739166912,2024-02-14
G0074,2024,1,15581636461,2989825531,2141092270,143482164925,90715928084,2024-05-14
G0074,2024,2,16652963546,2703045923,1944269416,140204570593,88643684388,2024-08-14
G0074,2024,3,14636166905,2021408244,1729825996,140656374890,88929335544,2024-11-14
G0074,2024,4,17404887946,2671433538,1666892367,140515349225,88840172726,2025-02-14
G0074,2025,1,16161478841,3023190986,1778497259,143112621583,90482286034,2025-05-14
G0074,2025,2,17475706301,2280333414,1909545210,144202264164,91171207462,2025-08-14
G0074,2025,3,16663776659,2222410339,1317982288,146957155690,92912974752,2025-11-14
G0074,2025,4,18490298185,4324992004,2947642366,146786000373,92804762603,2026-02-13
G0074,2026,1,17051691783,2973368025,1795017476,148024168842,93587588830,2026-05-14
G0074,2026,2,17279345165,2884692658,1779903549,146919889704,92889413507,2026-08-14
G0075,2023,3,233771089140,19444482915,15640045276,1085850218161,535584416930,2023-11-14
G0075,2023,4,254587955856,18897563685,11620568814,1086239908704,535776627770,2024-02-14
G0075,2024,1,222044297438,20137058262,12425532166,1081263355420,533321994208,2024-05-14
G0075,2024,2,239534953908,23704447302,17116511130,1118196501017,551538887218,2024-08-14
G0075,2024,3,230717434745,16727393244,14652567633,1133246700693,558962242929,2024-11-14
G0075,2024,4,254251267894,18824714061,12014829524,1133272125175,558974783293,2025-02-14
G0075,2025,1,239553063524,25432870898,22114592182,1142550620347,563551305306,2025-05-14
G0075,2025,2,256507641217,19623773849,12400516419,1179538058838,581794977727,2025-08-14
G0075,2025,3,233754544596,16836621138,12868747001,1163830568456,574047420157,2025-11-14
G0075,2025,4,273505201476,19845468436,12161753987,1148633917005,566551828619,2026-02-13
G0075,2026,1,224512517487,17732355614,11330308597,1158472774178,571404743407,2026-05-14
G0075,2026,2,248081455867,19426384646,15143865972,1176436397675,580265115359,2026-08-14
G0076,2023,3,64654920313,5676538333,3728787673,242860245107,87879498107,2023-11-14
G0076,2023,4,75921696708,5971710686,3473938910,238030118400,86131706448,2024-02-14
G0076,2024,1,62882455500,7637622112,4971555360,241227671111,87288747722,2024-05-14
G0076,2024,2,68254975432,7088689586,4167280688,243685033786,88177949651,2024-08-14
G0076,2024,3,65427243339,6622014761,3136533238,241209267052,87282088174,2024-11-14
G0076,2024,4,80057303450,6827165156,4192037254,240343687440,86968876344,2025-02-14
G0076,2025,1,62719972201,5802111932,2909942676,236537106281,85591456826,2025-05-14
G0076,2025,2,69461496862,6801912591,3210567858,241108726006,87245707182,2025-08-14
G0076,2025,3,66242555645,8928966424,4168835772,238107088990,86159558420,2025-11-14
G0076,2025,4,76523310776,6129312892,3692252945,243081403485,87959524739,2026-02-13
G0076,2026,1,66118178488,6712133651,3729583392,239779634788,86764772687,2026-05-14
G0076,2026,2,68388495878,9216677449,4306201519,243144156003,87982231871,2026-08-14
G0077,2023,3,42160875036,8210694657,5725323386,275583577669,116508819434,2023-11-14
G0077,2023,4,51823879149,12048152808,10331421723,280373712818,118533950960,2024-02-14
G0077,2024,1,42782249492,12703621865,11687332115,279781809786,118283711363,2024-05-14
G0077,2024,2,46290114020,14121955153,12148349773,277972595304,117518827456,2024-08-14
G0077,2024,3,46834367694,12568842622,11563335212,278838860872,117885059652,2024-11-14
G0077,2024,4,47538479200,9494714031,8735136909,280872188447,118744692135,2025-02-14
G0077,2025,1,41851181698,10929065683,7847297485,285385348648,120652726610,2025-05-14
G0077,2025,2,48288291511,14915749714,13291398511,292129257537,123503857544,2025-08-14
G0077,2025,3,49671868549,14430468848,13276031340,295466361328,124914689155,2025-11-14
G0077,2025,4,50782954137,10161641389,7075087440,299190245992,126489040608,2026-02-13
G0077,2026,1,45620252200,9077219372,6332280223,296234978613,125239638462,2026-05-14
G0077,2026,2,51594682232,16085756844,13123148579,302002208148,127677857423,2026-08-14
G0078,2023,3,27305111644,3558993014,2356169613,110628663153,41104467646,2023-11-14
G0078,2023,4,29387353727,4448508329,3571086266,112972093970,41975177582,2024-02-14
G0078,2024,1,24840118891,3643025690,2479171120,116536832372,43299668633,2024-05-14
G0078,2024,2,29381533708,4268735759,2599933297,117018809466,43478748912,2024-08-14
G0078,2024,3,26182400378,2856853804,2308576821,118372681697,43981784886,2024-11-14
G0078,2024,4,30900787736,3029166814,2646303754,120416273331,44741088522,2025-02-14
G0078,2025,1,27125906988,4031773330,2996262018,122394664532,45476166709,2025-05-14
G0078,2025,2,30659253252,4223436320,2809810508,120642606173,44825183283,2025-08-14
G0078,2025,3,27347241293,4083414417,2963073049,122821690902,45634829853,2025-11-14
G0078,2025,4,29963432249,3468810562,2680364021,121963516198,45315972034,2026-02-13
G0078,2026,1,25430562076,3616580918,2243637773,120469657371,44760923549,2026-05-14
G0078,2026,2,28042023263,3780075798,2545769353,117633167582,43707015824,2026-08-14
G0079,2023,3,275357340518,15891913908,7950204684,1285899827860,720236022968,2023-11-14
G0079,2023,4,346860895706,17838448401,11676702711,1330299864608,745104605414,2024-02-14
G0079,2024,1,308613935416,20318000328,12412875953,1348755769143,755441808200,2024-05-14
G0079,2024,2,308178917577,21977986821,13659952690,1315337177262,736723963164,2024-08-14
G0079,2024,3,307504823277,21812434858,11813970608,1302853833562,729732008095,2024-11-14
G0079,2024,4,330701844296,17645142291,8901601434,1302881771602,729747656268,2025-02-14
G0079,2025,1,309700885902,21331447803,11724498611,1336935167163,748821056587,2025-05-14
G0079,2025,2,323928586863,21146496443,13318982867,1364743879764,764396792841,2025-08-14
G0079,2025,3,299896412490,14851010491,9147265482,1385241932676,775877808538,2025-11-14
G0079,2025,4,362306727041,26640274163,14011482975,1365679472752,764920821041,2026-02-13
G0079,2026,1,298500864090,14705407146,8177769547,1363085360969,763467851911,2026-05-14
G0079,2026,2,308511833919,20740752370,9907348255,1390611057649,778885070171,2026-08-14
G0080,2023,3,10087073601,3782119402,1966935272,62994317369,25203121798,2023-11-14
G0080,2023,4,12181832062,2872968823,2017684313,63983171375,25598748086,2024-02-14
G0080,2024,1,10322707913,2442412267,1596162432,64952986675,25986757261,2024-05-14
G0080,2024,2,11783599114,4935031084,3575961513,67194489954,26883550536,2024-08-14
G0080,2024,3,10536598593,2738056370,1966003249,66841043741,26742141781,2024-11-14
G0080,2024,4,12299707617,4344017175,2790691127,67810408800,27129970822,2025-02-14
G0080,2025,1,10983619812,3888716602,2093535836,68769297536,27513608436,2025-05-14
G0080,2025,2,11140299078,3837202458,2711648757,68440449741,27382041155,2025-08-14
G0080,2025,3,11481662757,4600511651,2948843297,66811386855,26730276487,2025-11-14
G0080,2025,4,12868101385,3511491864,2145637455,66347404274,26544643719,2026-02-13
G0080,2026,1,10564929249,3330047886,2035506005,64729586337,25897377994,2026-05-14
G0080,2026,2,11230014639,3794168526,2503434860,66252193079,26506551087,2026-08-14
G0081,2023,3,369857135231,14642728377,10095272507,1041293999650,507050282530,2023-11-14
G0081,2023,4,420001351625,19178509671,12974000959,1056994708856,514695624807,2024-02-14
G0081,2024,1,356449529567,12386305952,8414237104,1071727377717,521869587119,2024-05-14
G0081,2024,2,403718999187,12192219727,6197758667,1099965550289,535619952900,2024-08-14
G0081,2024,3,365400327690,17053574143,9885403551,1124478288572,547556246469,2024-11-14
G0081,2024,4,462273233891,20589729475,12226085291,1161701806265,565681958486,2025-02-14
G0081,2025,1,410188256431,18450990967,12507785234,1168602774356,569042333003,2025-05-14
G0081,2025,2,400274820056,18780710905,12976712262,1196513008130,582633011452,2025-08-14
G0081,2025,3,423646583453,12173044885,5985135027,1188127958345,578549974516,2025-11-14
G0081,2025,4,447426964073,17912049159,9482725748,1201157239345,584894484918,2026-02-13
G0081,2026,1,418565176298,13263388189,7613062497,1233990305008,600882299335,2026-05-14
G0081,2026,2,436192840123,18377371214,12636830263,1236205050661,601960753076,2026-08-14
G0082,2023,3,73557959007,4588693357,2627113751,247008525132,149115636386,2023-11-14
G0082,2023,4,87372400844,6090959212,3457822470,244605920338,147665217043,2024-02-14
G0082,2024,1,77432607648,4776879967,2945896001,248559386745,150051870131,2024-05-14
G0082,2024,2,82847720058,4387784009,2152502480,248058202796,149749312300,2024-08-14
G0082,2024,3,73564743576,3620745932,2481481296,245006904141,147907285429,2024-11-14
G0082,2024,4,83628104725,5720173555,3190574117,248505125457,150019113341,2025-02-14
G0082,2025,1,82988174898,3602754257,2216692602,256662805524,154943792170,2025-05-14
G0082,2025,2,81098063157,6051241256,3795685348,258184333760,155862317760,2025-08-14
G0082,2025,3,79050924229,5434769714,3588443633,256916968146,155097226637,2025-11-14
G0082,2025,4,83705157428,4234668153,2210525213,251665824282,151927183584,2026-02-13
G0082,2026,1,80577536770,4601317585,2524606017,249560206251,150656051049,2026-05-14
G0082,2026,2,77007139837,5793768243,4120290692,246016704841,148516888170,2026-08-14
G0083,2023,3,249764962395,103556984659,80269838125,1213679381508,816492897559,2023-11-14
G0083,2023,4,259151261293,67768887758,48343271543,1191834130829,801796683470,2024-02-14
G0083,2024,1,215432589286,76162841390,53581347434,1163873030610,782986081523,2024-05-14
G0083,2024,2,235152505378,67293762928,43975765381,1176148939914,791244599309,2024-08-14
G0083,2024,3,226312914187,80485257970,57303369976,1187703580541,799017889479,2024-11-14
G0083,2024,4,262736275572,77594365677,43264143764,1196006365532,804603520312,2025-02-14
G0083,2025,1,216505627845,64630155429,37321258282,1178619184187,792906435981,2025-05-14
G0083,2025,2,242580563752,73240137399,45978129571,1201575045609,808349804381,2025-08-14
G0083,2025,3,231144151548,88076955418,55091002762,1180639744495,794265751436,2025-11-14
G0083,2025,4,251671153963,73518374732,47254765574,1201750886207,808468099708,2026-02-13
G0083,2026,1,230716409356,93467024983,65669104764,1184561640084,796904174682,2026-05-14
G0083,2026,2,218950265169,60909881740,39146946534,1156968316536,778340991488,2026-08-14
G0084,2023,3,9590282408,537888812,353069417,36237128063,15519821332,2023-11-14
G0084,2023,4,12192135559,759643600,450140225,37172599657,15920469859,2024-02-14
G0084,2024,1,9526189593,573125050,390509381,37063249760,15873636930,2024-05-14
G0084,2024,2,10778153523,587779184,366793014,37061195690,15872757202,2024-08-14
G0084,2024,3,9938708076,631733823,523490724,37541553784,16078487407,2024-11-14
G0084,2024,4,12255811953,481046219,368994737,37740601547,16163736594,2025-02-14
G0084,2025,1,9921525205,387883228,274651136,38535424050,16504147215,2025-05-14
G0084,2025,2,11130249024,474995741,352278388,39202888258,16790012177,2025-08-14
G0084,2025,3,11497859448,514446534,347444251,40332669681,17273880705,2025-11-14
G0084,2025,4,12689165725,494813443,364095073,40469582780,17332518543,2026-02-13
G0084,2026,1,11628108235,569581195,449400171,41193544398,17642580503,2026-05-14
G0084,2026,2,12162286433,511671623,439031179,41778443641,17893084123,2026-08-14
G0085,2023,3,98868007031,5439238434,2925981250,271767337172,115675432521,2023-11-14
G0085,2023,4,103886165159,6214079456,3721189352,274042823133,116643973573,2024-02-14
G0085,2024,1,92150758656,5944124332,2556298341,282760184588,120354443592,2024-05-14
